"NAVN","PARTI","STORKREDS","FACEBOOKSIDE","fbname","likes","talking.about","date"
"Søren Juliussen","Liberal Alliance","Københavns Storkreds","https://www.facebook.com/sorenjuliussen","S�ren Juliussen",936,534,"16-06-2015"
"Søren Lund Hansen","Dansk Folkeparti","Københavns Storkreds","http://digitalkommunikation.net/valgkamp/fv15/folketingskandidaterne-paa-facebook/www.facebook.com/SLundHansen","S�ren Lund Hansen - Folketingskandidat - Dansk Folkeparti",3955,2778,"16-06-2015"
"Søren Pape Poulsen","Det Konservative Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/SorenPapePoulsen","S�ren Pape Poulsen",24820,5782,"16-06-2015"
"Søren Pind","Venstre","Københavns Storkreds","https://www.facebook.com/vsorenpind","S�ren Pind",25263,9283,"16-06-2015"
"Søren Vanting","Det Konservative Folkeparti","Østjyllands Storkreds","https://www.facebook.com/pages/S%C3%B8ren-Vanting/213762135321831","S�ren Vanting",442,57,"16-06-2015"
"Søren-Michael Pihl","Det Konservative Folkeparti","Københavns Storkreds","https://www.facebook.com/soerenmichaelpihl","S�ren-Michael Pihl",281,53,"16-06-2015"
"Teis Volstrup","Socialistisk Folkeparti","Nordsjællands Storkreds","https://www.facebook.com/stemteis","Teis Volstrup",4952,2228,"16-06-2015"
"Thomas Danielsen","Venstre","Vestjyllands Storkreds","https://www.facebook.com/pages/Thomas-Danielsen/368634453338332","Thomas Danielsen",7174,2042,"16-06-2015"
"Thomas Haslund Høj","Radikale Venstre","Nordjyllands Storkreds","https://www.facebook.com/thomashoejifolketinget","Thomas H�j i Folketinget",235,109,"16-06-2015"
"Thomas Jensen","Socialdemokratiet","Vestjyllands Storkreds","https://www.facebook.com/thomasjensensilkeborg","Thomas Jensen",5630,967,"16-06-2015"
"Thomas Lunden","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/thomaslundenfv2015","Thomas Lunden i Folketinget - Liberal Alliance",105,6,"16-06-2015"
"Thomas Risum Rasmussen","Alternativet","Østjyllands Storkreds","https://www.facebook.com/Thomas.Risum.Rasmussen","Thomas Risum Rasmussen - Alternativet �stjylland",178,236,"16-06-2015"
"Thomas Vesth","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/pages/Thomas-Vesth-Folketingskandidat/545409268867936","Thomas Vesth - Folketingskandidat",250,16,"16-06-2015"
"Thorkild Gruelund","Det Konservative Folkeparti","Nordsjællands Storkreds","https://www.facebook.com/Thorkild.dk","Thorkild Gruelund Konservativ politiker",342,141,"16-06-2015"
"Thyra Frank","Liberal Alliance","Nordjyllands Storkreds","https://www.facebook.com/pages/Thyra-Frank/217139118403377","Thyra Frank",6866,1847,"16-06-2015"
"Tilde Bork","Dansk Folkeparti","Østjyllands Storkreds","https://www.facebook.com/TildeBork","Tilde Bork - Dansk Folkeparti",853,51,"16-06-2015"
"Tina Franson Spile","Det Konservative Folkeparti","Sydjyllands Storkreds","https://www.facebook.com/TinaFransonSpileC","Tina Franson Spile - Det Konservative Folkeparti",93,29,"16-06-2015"
"Tina Kjær","Alternativet","Østjyllands Storkreds","https://www.facebook.com/tinakjaeralternativet","Tina Kj�r",581,13771,"16-06-2015"
"Tina Nedergaard","Venstre","Københavns Omegns Storkreds","https://www.facebook.com/pages/Tina-Nedergaard/782955565102811","Tina Nedergaard",1256,301,"16-06-2015"
"Tobias Clausen","Enhedslisten","Københavns Omegns Storkreds","https://www.facebook.com/tobiasclausen123","Tobias Clausen",2551,3452,"16-06-2015"
"Tom Block Larsen","Socialdemokratiet","Sjællands Storkreds","https://www.facebook.com/tom.block.larsen","Tom Block Larsen",671,250,"16-06-2015"
"Tommy Højegaard","Liberal Alliance","Nordsjællands Storkreds","https://www.facebook.com/TommyHoje","Tommy H�jegaard - Liberal Alliance",229,35,"16-06-2015"
"Tonny Vest","Liberal Alliance","Fyns Storkreds","https://www.facebook.com/pages/Tonny-Vest-i-Folketinget/271816223018041","Tonny Vest i Folketinget for Liberal Alliance",265,76,"16-06-2015"
"Torben Anton Hansen","Enhedslisten","Vestjyllands Storkreds","https://www.facebook.com/pages/Torben-A-Hansen/1473028389650436","Torben A. Hansen",139,18,"16-06-2015"
"Torben Overgaard","Det Konservative Folkeparti","Nordjyllands Storkreds","https://www.facebook.com/torbenovergaardlistec","Torben Overgaard",562,172,"16-06-2015"
"Torsten Gejl","Alternativet","Nordjyllands Storkreds","https://www.facebook.com/torsten.gejl","Torsten Gejl",1555,739,"16-06-2015"
"Torsten Schack Pedersen","Venstre","Nordjyllands Storkreds","https://www.facebook.com/tschackpedersen","Torsten Schack Pedersen",3439,913,"16-06-2015"
"Tove Videbæk","Det Konservative Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/tovevidebaek","Tove Videb�k - i Folketinget",337,82,"16-06-2015"
"Trine Bramsen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/TrineBramsen","Trine Bramsen",6512,1207,"16-06-2015"
"Trine Schøning Torp","Socialistisk Folkeparti","Nordsjællands Storkreds","https://www.facebook.com/sftrine","Trine Torp",673,278,"16-06-2015"
"Troels Lund Poulsen","Venstre","Østjyllands Storkreds","http://www.facebook.com/TroelsLundPoulsen","Troels Lund Poulsen",3424,612,"16-06-2015"
"Troels Ravn","Socialdemokratiet","Sydjyllands Storkreds","http://www.facebook.com/Troels.Ravn.A","Troels Ravn",1666,723,"16-06-2015"
"Uffe Elbæk","Alternativet","Københavns Storkreds","https://www.facebook.com/pages/Uffe-Elb%C3%A6k/235501083187697","Uffe Elb�k",16419,4095,"16-06-2015"
"Ulla Birk Johansen","Socialistisk Folkeparti","Sjællands storkreds","https://www.facebook.com/Sfullabirk","Folketingskandidat Ulla Birk Johansen",457,107,"16-06-2015"
"Ulla Sandbæk","Alternativet","Københavns omegns Storkreds","https://www.facebook.com/pages/Ulla-Sandb%C3%A6k-Alternativet-KBH-Omegn/328966680624614","Ulla Sandb�k - Alternativet",444,104,"16-06-2015"
"Ulla Sørensen","Alternativet","Nordjyllands Storkreds","https://www.facebook.com/Ulla.Berndt.Soerensen","Ulla Berndt S�rensen",369,48,"16-06-2015"
"Uzma A. Andresen","Alternativet","Københavns Storkreds","https://www.facebook.com/uzmaahmedalternativet","Uzma Ahmed",1799,600,"16-06-2015"
"Vibeke Genefke","Alternativet","Østjyllands Storkreds","https://www.facebook.com/vibeke.genefke","Vibeke Genefke - Alternativet �stjylland",448,161,"16-06-2015"
"Vibeke Hellmann","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/pages/Vibeke-Hellmann-i-Folketinget-for-Liberal-Alliance/105492282867515","Vibeke Hellmann i Folketinget for Liberal Alliance",314,158,"16-06-2015"
"Vibeke Nørly","Venstre","Sjællands Storkreds","https://www.facebook.com/VibekeNorlyVenstre","Vibeke N�rly",333,173,"16-06-2015"
"Vibeke Syppli Enrum","Enhedslisten","Fyns Storkreds","https://www.facebook.com/pages/Vibeke-Syppli-Enrum-Kandidat-for-Enhedslisten/137714939618757","Vibeke Syppli Enrum - Kandidat for Enhedslisten",374,259,"16-06-2015"
"Victoria Ninosca Risbjerg Velasquez","Enhedslisten","Københavns Storkreds","https://www.facebook.com/victoriarisbjerg","Victoria Ninosca Risbjerg Velasquez",864,345,"16-06-2015"
"Villum Christensen","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/villum.christensen","Villum Christensen",3611,545,"16-06-2015"
"Yahya Hassan","Nationalpartiet","Østjyllands Storkreds","https://www.facebook.com/pages/Yahya-Hassan/344462079023258","Yahya Hassan",40406,7200,"16-06-2015"
"Yildiz Akdogan","Socialdemokratiet","Københavns Storkreds","https://www.facebook.com/pages/Yildiz-Akdogan/181106225260438","Yildiz Akdogan",8542,2550,"16-06-2015"
"Zenia Stampe","Radikale Venstre","Sjællands Storkreds","https://www.facebook.com/zeniastampe","Zenia Stampe",39511,114495,"16-06-2015"
"Ömer Ciftci","Venstre","Københavns Omegns Storkreds","https://www.facebook.com/OmerCiftciVenstre","�mer Ciftci",274,52,"16-06-2015"
"Özkan Ekiz","Radikale Venstre","Københavns Omegns Storkreds","https://www.facebook.com/ekizozkan","�zkan Ekiz",864,397,"16-06-2015"
"Özlem Sara Cekic","Socialistisk Folkeparti","Københavns storkreds","http://www.facebook.com/pages/%C3%96zlem-Cekic/47520761764","�zlem Cekic",41930,42090,"16-06-2015"
"Aamer Ahmad","Nationalpartiet","Sjællands Storkreds","https://www.facebook.com/aamer.ahmad","Aamer Ahmad",742,186,"17-06-2015"
"Abir Al-kalemji","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/pages/Abir-Al-kalemji/527684960623598","Abir Al-kalemji",480,236,"17-06-2015"
"Aleks Jensen","Nationalpartiet","Nordsjællands Storkreds","https://www.facebook.com/pages/Aleks-Jensen/648662665278105","Aleks Jensen",229,19,"17-06-2015"
"Anahita Malakians","Venstre","Københavns Storkreds","https://www.facebook.com/anahitapolitik","Anahita Malakians",341,146,"17-06-2015"
"Anders Broholm","Venstre","Nordjyllands Storkreds","https://www.facebook.com/stembroholm","Anders Broholm",1949,883,"17-06-2015"
"Anders Buhl Christensen","Venstre","Østjyllands Storkreds","https://www.facebook.com/AndersBuhlVenstre","Anders Buhl-Christensen",635,293,"17-06-2015"
"Anders Houdam Andreasen","Socialdemokratiet","Vestjyllands Storkreds","https://www.facebook.com/Anders.Andreasen.S","Anders Andreasen",53,14,"17-06-2015"
"Anders Johansson","Det Konservative Folkeparti","Fyns Storkreds","https://www.facebook.com/andersretzjohansson","Anders Johansson",1546,384,"17-06-2015"
"Anders Kirkeby","Liberal Alliance","Fyns storkreds","https://www.facebook.com/AndersKirkebyFV15","Anders Kirkeby i Folketinget",390,133,"17-06-2015"
"Anders Samuelsen","Liberal Alliance","Nordsjællands Storkreds","http://www.facebook.com/AndersSamuelsenLA","Anders Samuelsen",59364,47293,"17-06-2015"
"Anders Stenumgaard Lind","Alternativet","Østjyllands Storkreds","https://www.facebook.com/pages/Anders-Stenumgaard-Lind/401098386718111","Anders Stenumgaard Lind",44,0,"17-06-2015"
"Anders Udengaard","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/udengaard","Anders Udengaard",117,58,"17-06-2015"
"Andreas Albertsen","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/andreas.albertsen","Andreas Albertsen",2666,422,"17-06-2015"
"Andreas Hastrup","Liberal Alliance","Sjællands Storkreds","https://www.facebook.com/pages/Andreas-Hastrup-Liberal-Alliance/547569822031033","Andreas Hastrup     Liberal Alliance",1318,419,"17-06-2015"
"Andreas Pourkamali","Radikale Venstre","Københavns Omegns Storkreds","https://www.facebook.com/andreas.pourkamali","Andreas Pourkamali",1030,539,"17-06-2015"
"Andreas Steenberg","Radikale Venstre","Vestjyllands Storkreds","https://www.facebook.com/andreas.steenberg.1","Andreas Steenberg",2160,606,"17-06-2015"
"Ane Halsboe-Jørgensen","Socialdemokratiet","Nordjyllands Storkreds","https://www.facebook.com/stemhalsboe","Ane Halsboe-J�rgensen",3498,1328,"17-06-2015"
"Anette Skafte","Dansk Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/pages/DF-Anette-Skafte/776586579040173","DF Anette Skafte",259,25,"17-06-2015"
"Anna Hede Christensen","Dansk Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/AnnahedeDF","Anna Hede Christensen - Dansk Folkeparti",516,150,"17-06-2015"
"Anna Møbjerg","Nationalpartiet","Sydjyllands Storkreds","https://www.facebook.com/annamobjerg","Anna M�bjerg",240,43,"17-06-2015"
"Anne Hegelund","Enhedslisten","Østjyllands Storkreds","https://www.facebook.com/annehegelund.dk","Anne Hegelund",828,398,"17-06-2015"
"Anne Marie Geisler Andersen","Radikale Venstre","Nordsjællands Storkreds","https://www.facebook.com/anne.marie.geisler.andersen.politiker","Anne Marie Geisler Andersen",849,87,"17-06-2015"
"Anne Paulin","Socialdemokratiet","Vestjyllands Storkreds","https://www.facebook.com/AnnePaulin2","Anne Paulin",2001,991,"17-06-2015"
"Anne Thomas","Alternativet","Bornholms Storkreds","https://www.facebook.com/AnnesPolitiskeGarage","Annes Politiske Garage",228,9,"17-06-2015"
"Annette Bolvig","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/kv13.annettebolvig","Annette Bolvig i folketinget",223,24,"17-06-2015"
"Annette Vilhelmsen","Socialistisk Folkeparti","Fyns storkreds","https://www.facebook.com/annettevilhelmsen","Annette Vilhelmsen",7160,330,"17-06-2015"
"Arly Eskildsen","Socialistisk Folkeparti","Københavns Omegn","https://www.facebook.com/ArlyEskildsenSF","Arly Eskildsen",501,92,"17-06-2015"
"Arne Lindberg Callesen","Enhedslisten","Sydjyllands Storkreds","https://www.facebook.com/pages/Arne-Lindberg-Callesen/617789344946501","Arne Lindberg Callesen",44,1,"17-06-2015"
"Asif Ahmad","Nationalpartiet","Københavns Omegns Storkreds","https://www.facebook.com/pages/Asif-Ahmad/287062144826078","Asif Ahmad",557,92,"17-06-2015"
"Astrid Krag","Socialdemokratiet","Sjællands Storkreds","https://www.facebook.com/astrid.krag","Astrid Krag",21769,4934,"17-06-2015"
"August Vigen Smolarz","Socialistisk Folkeparti","Vestjyllands storkreds","https://www.facebook.com/augustvigensmolarz","August Vigen Smolarz",443,240,"17-06-2015"
"Balder Mørk Andersen","Socialistisk Folkeparti","Københavns storkreds","https://www.facebook.com/stembalder","Balder M�rk Andersen",390,59,"17-06-2015"
"BENEDIKTE ASK SKOTTE","Venstre","Sjællands Storkreds","https://www.facebook.com/pages/Benedikte-Ask-Skotte/536682579767128","Benedikte Ask Skotte",791,201,"17-06-2015"
"Benny Dall","Enhedslisten","Sydjyllands Storkreds","https://www.facebook.com/Koldingpolitik","Benny Dall",1015,37,"17-06-2015"
"Benny Engelbrecht","Socialdemokratiet","Sydjyllands Storkreds","https://www.facebook.com/BennyEngelbrecht","Benny Engelbrecht",7995,2433,"17-06-2015"
"Bertel Haarder","Venstre","Sjællands Storkreds","https://www.facebook.com/BertelHaarder","Bertel Haarder",8903,3960,"17-06-2015"
"Bina Seff","Alternativet","Nordsjællands Storkreds","https://www.facebook.com/binaalt","Bina Seff - Alternativet",483,66,"17-06-2015"
"Birgitte Kjøller Pedersen","Socialistisk Folkeparti","Bornholm","https://www.facebook.com/pages/Birgitte-Kj%C3%B8ller-Pedersen/123520157707593","Birgitte Kj�ller Pedersen",168,11,"17-06-2015"
"Birgitte Nymann","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/BirgitteNymannLA","Birgitte Nymann - Liberal Alliance",98,43,"17-06-2015"
"Bjarke Charlie Serritslev","Alternativet","Sydjyllands Storkreds","https://www.facebook.com/BjarkeCharlie","Bjarke Charlie Serritslev",509,107,"17-06-2015"
"Bjarne Andersen","Socialistisk Folkeparti","Østjyllands storkreds","https://www.facebook.com/favrskovifolketinget","Bjarne Andersen i Folketinget",437,85,"17-06-2015"
"Bjarne Corydon","Socialdemokratiet","Sydjyllands Storkreds","https://www.facebook.com/pages/Bjarne-Corydon/381757188518818","Bjarne Corydon",10231,1510,"17-06-2015"
"Bjarne Laustsen","Socialdemokratiet","Nordjyllands Storkreds","http://www.facebook.com/b.laustsen","Bjarne Laustsen",1374,510,"17-06-2015"
"Bjarne Lundgaard","Det Konservative Folkeparti","Østjyllands Storkreds","https://www.facebook.com/folketingskandidatbjarnelundgaard","Bjarne Lundgaard",94,92,"17-06-2015"
"Bjørn Bjerrehøj","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/BjornBjerrehoj","Bj�rn Bjerreh�j",338,103,"17-06-2015"
"Bo Fink","Enhedslisten","Nordjylland","https://www.facebook.com/pages/Bo-Fink/1416187805353623","Bo Fink",60,39,"17-06-2015"
"Bo Ritterbusch","Liberal Alliance","Nordjyllands Storkreds","https://www.facebook.com/pages/Bo-Ritterbusch/147949771940746","Bo Ritterbusch",365,14,"17-06-2015"
"Bo Steen Mikkelsen","Alternativet","Københavns omegns Storkreds","https://www.facebook.com/bosteenalternativet","Bo Steen Mikkelsen",659,357,"17-06-2015"
"Bodil Kvistgaard Olsen","Enhedslisten","Østjyllands Storkreds","https://www.facebook.com/favrskovft15","Bodil Kvistgaard Olsen",106,28,"17-06-2015"
"Brian Mikkelsen","Det Konservative Folkeparti","Sjællands Storkreds","http://www.facebook.com/pages/Brian-Mikkelsen/113836012012239","Brian Mikkelsen",12214,4373,"17-06-2015"
"Brigitte Klintskov Jerkel","Det Konservative Folkeparti","Sjællands Storkreds","https://www.facebook.com/BrigitteKlintskovJerkel","Brigitte Klintskov Jerkel",2709,597,"17-06-2015"
"Britt Bager","Venstre","Østjyllands Storkreds","https://www.facebook.com/stembrittbager","Britt Bager",5357,1279,"17-06-2015"
"Camilla Hersom","Radikale Venstre","Fyns Storkreds","https://www.facebook.com/camillahersom","Camilla Hersom",2294,358,"17-06-2015"
"Camilla Kampmann","Radikale Venstre","Nordsjællands Storkreds","https://www.facebook.com/radikalecamillakampmann","Camilla Kampmann",266,117,"17-06-2015"
"Carl Beck","Liberal Alliance","Bornholms Storkreds","https://www.facebook.com/pages/Carl-Beck/413851185456518","Carl Beck",283,6,"17-06-2015"
"Carl Holst","Venstre","Sydjyllands Storkreds","https://www.facebook.com/carlholstvenstre","Carl Holst",5547,564,"17-06-2015"
"Carl Valentin","Socialistisk Folkeparti","Fyns storkreds","https://www.facebook.com/CarlValentinSF","Carl Valentin",3872,1715,"17-06-2015"
"Carolina Magdalene Maier","Alternativet","Københavns Storkreds","https://www.facebook.com/carolinamagdalene","Carolina Magdalene Maier",1275,625,"17-06-2015"
"Carsten Bach","Liberal Alliance","Østjyllands Storkreds","https://www.facebook.com/carstenbachifolketinget","Carsten Bach i Folketinget",314,131,"17-06-2015"
"Carsten Hansen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/tillidogtryghed","Carsten Hansen",5404,668,"17-06-2015"
"Carsten Zacho","Liberal Alliance","Københavns Omegns Storkreds","https://www.facebook.com/carsten.m.zacho","Carsten Zacho",241,41,"17-06-2015"
"Casper Karup Hedegaard","Radikale Venstre","Østjyllands Storkreds","https://www.facebook.com/casperkarup","Casper Karup Hedegaard",452,64,"17-06-2015"
"Casper Strunge","Det Konservative Folkeparti","Københavns Omegns Storkreds","https://www.facebook.com/cstrunge","Casper Strunge",2664,334,"17-06-2015"
"Charlotte Rosenberg","Venstre","Vestjyllands Storkreds","https://www.facebook.com/pages/Charlotte-Rosenberg-Folketingskandidat-for-Venstre/1442954625922140","Charlotte Rosenberg Folketingskandidat for Venstre",218,31,"17-06-2015"
"Chresten Anker Nielsen","Socialdemokratiet","Fyns Storkreds","https://www.facebook.com/chresten.anker.nielsen","Chresten Anker Nielsen",122,32,"17-06-2015"
"Christen Sørensen","Socialdemokratiet","Østjyllands Storkreds","https://www.facebook.com/christensoerensen45","Christen S�rensen",352,156,"17-06-2015"
"Christian Langballe","Dansk Folkeparti","Vestjyllands Storkreds","https://www.facebook.com/christian.langballe.7","Christian Langballe",1859,702,"17-06-2015"
